id,budget,genres,popularity,release_date,revenue,title,vote_average,vote_count,release_year,return,DiaSemana,Mes,cast,crew
67809,0.0,['Drama'],4.898537,2003-01-21,0.0,Normal,7.2,12.0,2003,0.0,Martes,Enero,"['Tom Wilkinson', 'Jessica Lange', 'Hayden Panettiere', 'Clancy Brown', 'Richard Bull', 'Joseph Sikora', 'Mary Seibel', 'Danny Goldring', 'Randall Arney', 'Rich Komenich', 'Kirk Anderson', 'Barbara Ann Grimes', 'Tony Fitzpatrick', 'Dan Conway', 'Rick Touhy', 'Cynthia Baker', 'Caitlin Hart', 'Rondi Reed']","['Jane Anderson', 'Jane Anderson', 'Alex Wurman', 'Alar Kivilo', 'Lisa Fruchtman']"
56424,0.0,['Comedy'],1.377949,2010-03-31,0.0,Les Invités de mon père,6.1,21.0,2010,0.0,Miércoles,Marzo,"['Fabrice Luchini', 'Karin Viard', 'Michel Aumont', 'Valérie Benguigui', 'Véronica Novak', 'Olivier Rabourdin', 'Raphaël Personnaz', 'Anne Le Ny']",['Anne Le Ny']
13600,55000000.0,"['Adventure', 'Family', 'Fantasy']",8.061467,2008-10-07,17869048.0,City of Ember,6.2,614.0,2008,0.3248917818181818,Martes,Octubre,"['Saoirse Ronan', 'Harry Treadaway', 'Mary Kay Place', 'Bill Murray', 'Martin Landau', 'Toby Jones', 'Tim Robbins', 'David Ryall', 'Ian McElhinney', 'B.J. Hogg', 'Lucinda Dryzek', 'Matt Jessup', 'Lara McIvor', 'Myles Thompson', 'Rachel Morton', 'Conor MacNeill', 'Lorraine Hilton', 'Marianne Jean-Baptiste', 'Eoin McAndrew', 'Mackenzie Crook', 'Liz Smith']","['Tom Hanks', 'Caroline Thompson', 'Gail Stevens', 'Zach Staenberg', 'Sallie Jaye', 'David Rubin', 'Martin Laing', 'Jon Billington', 'John D. Schofield', 'Vera Mitchell', 'Ruth Myers', 'Gary Goetzman', 'Richard Hicks', 'Xavier Grobet', 'Gil Kenan', 'Diana Choi', 'Steven Shareshian', 'Andrew Lockington', 'Jeanne Duprau', 'Adam P. Scott', 'James Foster', 'Celia Bobak', 'Ashleigh Jeffers', 'Kelly Valentine Hendry', 'Camille Benda', 'William McPhail', 'Pimentel A. Raphael', 'Sue Field', 'Chris Appelhans', 'Christina Mullin', 'Ross Bradshaw']"
26700,0.0,['Animation'],1.7564,2007-09-06,0.0,Nocturna,5.5,18.0,2007,0.0,Jueves,Septiembre,"['Imanol Arias', 'Natalia Rodríguez', 'Carlos Sobera']","['Julio Fernández', 'Nicolas Errèra', 'Philippe Garrel', 'Adrià García', 'Adrià García', 'Víctor Maldonado', 'Víctor Maldonado', 'Teresa Vilardell', 'Dan Harder', 'Carlos Zapater', 'James P. Alles', 'Brice Mallier', 'Félix Bueno']"
71825,0.0,['Comedy'],1.60034,1992-07-24,1102469.0,Mistress,5.7,10.0,1992,0.0,Viernes,Julio,"['Robert Wuhl', 'Martin Landau', 'Jace Alexander', 'Robert De Niro', 'Laurie Metcalf', 'Eli Wallach', 'Danny Aiello', 'Sheryl Lee Ralph', 'Jean Smart', 'Tuesday Knight', 'Christopher Walken', 'Ernest Borgnine', 'Vasek Simek', 'Thomas R. Voth', 'Mary Mercier']","['Robert De Niro', 'Steven Weisberg', 'Susan Nininger', 'Gail Levin', 'Meir Teper', 'K.C. Fox', 'Ruth Charny', 'Galt MacDermot', 'Barry Primus', 'Barry Primus', 'Barry Primus', 'Sven Kirsten', 'Randy Eriksen', 'Phil Peters', 'J.F. Lawton', 'Barbara Tuss']"
455188,0.0,['Horror'],0.390678,2017-04-11,0.0,Seizure,0.0,0.0,2017,0.0,Martes,Abril,"['Jimmy Allen', 'Lindsay Bennett', 'Chris Blackwood', 'Geraden Borthwick', 'Roxy Bugler']","['Jamie Cymbal', 'Ryan Simons', 'Ryan Simons']"
20878,0.0,"['Adventure', 'Comedy', 'Romance']",4.100466,1967-04-03,0.0,"Kidnapping, Caucasian Style",7.5,35.0,1967,0.0,Lunes,Abril,"['Aleksandr Demyanenko', 'Natalya Varley', 'Vladimir Etush', 'Frunzik Mkrtchyan', 'Ruslan Akhmetov', 'Yuriy Nikulin', 'Georgiy Vitsin', 'Yevgeni Morgunov', 'Nina Grebeshkova', 'Emmanuil Geller', 'Georgi Millyar', 'Pyotr Repnin', 'Georgi Svetlani', 'Mikhail Gluzskiy']","['Leonid Gayday', 'Leonid Gayday', 'Moris Slobodskoy', 'Yakov Kostyukovskiy']"
33916,0.0,"['Crime', 'Documentary']",0.919556,2004-03-30,17393.0,Czech Dream,6.8,10.0,2004,0.0,Martes,Marzo,"['Varhan Orchestrovich Bauer ', 'Jaromír Kalina ', 'Vít Klusák', 'Martin Prikryl', 'Filip Remunda', 'Eva Williams']","['Morgan Spurlock', 'Filip Remunda', 'Vít Klusák', 'Filip Cermák', 'Irena Taskovski']"
16056,0.0,"['Crime', 'Drama']",8.911963,2008-06-24,0.0,Winged Creatures,6.2,39.0,2008,0.0,Martes,Junio,"['Dakota Fanning', 'Josh Hutcherson', 'Forest Whitaker', 'Guy Pearce', 'Kate Beckinsale', 'Jeanne Tripplehorn', 'Jennifer Hudson', 'Jackie Earle Haley', 'Marshall Allman', 'James Babson', 'Jacquie Barnbrook', 'Ankur Bhatt', 'Kevin Cooney', 'Embeth Davidtz', 'Michael Drummond', 'Kevin Durand', 'Andrew Fiscella', 'Soren Fulton', 'Gina Gallego', 'Ted Garcia', 'Troy Garity', 'Walton Goggins', 'Beth Grant', 'Gwen Holloway', 'Cohl Klop', 'Mela Lee', 'Elaine Loh', 'Brooke Mackenzie', 'Hayley McFarland', 'Jamie McShane', 'Debrah Neal', 'Lu Parker', 'Randall Park', 'Lara Phillips', 'Tarina Pouncy', 'Jeff Rector', 'Santos Reyes', 'Al Ruscio', 'Kent Shocknek', 'Robin Weigert', 'Whittni Wright']","['Rowan Woods', 'Roy Freirich']"
13099,0.0,"['Action', 'Comedy', 'Thriller']",2.647643,1999-06-18,0.0,Gen-X Cops,5.4,17.0,1999,0.0,Viernes,Junio,"['Eric Tsang', 'Francis Ng', 'Jackie Chan', 'Nicholas Tse', 'Daniel Wu', 'Stephen Fung', 'Sam Lee', 'Grace Yip', 'Toru Nakamura', 'Gordon Lam Ka-Tung', 'Terence Yin', 'Jaymee Ong', 'Moses Chan', 'Wayne Lai', 'Ken Lo', 'June Ng', 'Joey Choi', 'Robert Sparks', 'Hideri Meiken', 'Bey Logan', 'Irene Luk', 'Tracy Wong', 'Vivian Lee', 'Keiji Sato', 'Wong Wai-Fai', 'Jackie Wong', 'Alan Mak', 'Bradley James Allan']","['Jackie Chan', 'Arthur Wong', 'Nathan Wang', 'Willie Chan', 'Solon So', 'Koan Hui On', 'Choo Sung Pong', 'Cheung Ka-Fai', 'John Chong', 'Bey Logan', 'Benny Chan', 'Benny Chan', 'Benny Chan', 'Anthony Pun', 'Thomas Chung', 'Bruce Yu', 'Michael Hoffman', 'Sam Nicholson', 'Anna Lee']"
110123,0.0,,8e-06,1977-01-01,0.0,Incredible Rocky Mountain Race,0.0,0.0,1977,0.0,Sábado,Enero,"['Christopher Connelly', 'Forrest Tucker']",['James L. Conway']
148347,0.0,"['Comedy', 'Adventure', 'Romance']",0.920854,2012-11-29,0.0,The Jungle,5.5,13.0,2012,0.0,Jueves,Noviembre,"['Vera Brezhneva', 'Sergey Svetlakov', 'Aleksandr Makogon', 'Marina Dyuzheva', 'Mikhail Efremov', 'Aleksandr Polovtsev', 'Irina Medvedeva']","['Aleksandr Voytinskiy', 'Oleg Malovichko', 'Alexey Fedorov']"
368993,20000000.0,['Comedy'],4.136987,2016-10-11,0.0,Mascots,5.8,54.0,2016,0.0,Martes,Octubre,"['Zach Woods', 'Sarah Baker', 'Parker Posey', 'Susan Yeagley', 'Christopher Moynihan', 'Tom Bennett', 'Kerry Godliman', 'Jim Piddock', ""Chris O'Dowd"", 'Michael Hitchcock', 'Don Lake', 'Jane Lynch', 'Ed Begley Jr.', 'Fred Willard', 'John Michael Higgins', 'Maria Blasucci', 'Bob Balaban', 'Jennifer Coolidge', 'Christopher Guest', 'Harry Shearer', 'Wayne Wilderson', 'Suanne Spoke', 'Steven M. Porter', 'Hayes Mercure', 'Suzi Barrett', 'Ryan Gaul', 'Matt Griesser', 'Brooke Hasalton', 'Adam Karchmer', 'Zoe Provenzano', 'Karly Rothenberg', 'Tim Baltz', 'Carrie Aizley', 'Kathreen Khavari', 'Ithamar Enriquez', 'Marilyn Mark', 'Crafty St. James', 'Tommy Bechtold', 'Lindsey Warm', 'Scott Williamson']","['Jim Piddock', 'Christopher Guest', 'Christopher Guest', 'Kris Kachikis']"
8816,0.0,"['Drama', 'Comedy']",4.195896,1985-12-12,0.0,My Life as a Dog,7.3,70.0,1985,0.0,Jueves,Diciembre,"['Anton Glanzelius', 'Tomas von Brömssen', 'Anki Lidén', 'Kicki Rundgren', 'Melinda Kinnaman', 'Lennart Hjulström', 'Ing-Marie Carlsson', 'Ralph Carlsson', 'Johan Widerberg', 'Manfred Serner', 'Jan-Philip Hollström', 'Leif Ericson', 'Christina Carlwind', 'Viveca Dahlén', 'Arnold Alfredsson', 'Fritz Elofsson', 'Didrik Gustafsson', 'Per Ottosson', 'Magnus Rask']","['Lasse Hallström', 'Lasse Hallström', 'Reidar Jönsson', 'Per Berglund', 'Reidar Jönsson', 'Brasse Brännström', 'Waldemar Bergendahl', 'Björn Isfält', 'Jörgen Persson', 'Christer Furubrand', 'Susanne Linnman', 'Susanne Falck', 'Inger Pehrsson']"
90785,0.0,['Action'],0.073318,1997-05-29,0.0,Back in Business,5.5,2.0,1997,0.0,Jueves,Mayo,"['Brian Bosworth', 'Joe Torry', 'Dara Tomanovich', 'Alan Scarfe', 'Brion James']","['Philippe Mora', 'Ed Decatur', 'Ash Staley']"
28733,64000.0,['Horror'],0.592223,1970-06-10,0.0,"Count Yorga, Vampire",5.6,7.0,1970,0.0,Miércoles,Junio,"['Robert Quarry', 'Roger Perry', 'Michael Murphy', 'Michael Macready', 'D.J. Anderson', 'Judy Lang', 'Edward Walsh', 'Julie Conners', 'Marsha Jordan', 'George Macready']","[""Robert Vincent O'Neill"", 'Tony de Zarraga', 'Bob Kelljan', 'Bob Kelljan', 'Michael Macready', 'Bill Marx', 'Arch Archambault']"
3011,0.0,['Comedy'],3.314695,1964-07-22,0.0,Good Neighbor Sam,5.0,6.0,1964,0.0,Miércoles,Julio,"['Jack Lemmon', 'Romy Schneider', 'Dorothy Provine', 'Mike Connors', 'Edward Andrews', 'Charles Lane', 'Louis Nye', 'Robert Q. Lewis', 'Joyce Jameson', 'Anne Seymour', 'Linda Watkins', 'Peter Hobbs', 'Tris Coffin', 'Neil Hamilton', 'Riza Royce', 'William Forrest', 'Edward G. Robinson', ""Quinn O'Hara""]","['Burnett Guffey', 'Ray Moyer', 'Dale Hennesy', 'Frank De Vol', 'Charles Nelson', 'David Swift', 'David Swift', 'David Swift', 'Jack Finney']"
248633,0.0,['Horror'],5.667845,2015-02-03,0.0,Zombie Killers: Elephant's Graveyard,2.5,10.0,2015,0.0,Martes,Febrero,"['Mischa Barton', 'Billy Zane', 'Dee Wallace', 'Felissa Rose', 'Gabrielle Stone', 'Brian Anthony Wilson', 'Brian Gallagher', 'Michael Kean', 'Adam Ginsberg', 'Christopher Weite', 'Kyle Patrick Brennan', 'Joe Raffa', 'Ashley Sumner', 'Angel Anthony Marrero', 'Ellis Walding']","['Harrison Smith', 'Harrison Smith', 'Dave Sywenski']"
12133,65000000.0,['Comedy'],8.579638,2008-07-25,128107642.0,Step Brothers,6.5,1084.0,2008,1.9708868,Viernes,Julio,"['Will Ferrell', 'John C. Reilly', 'Mary Steenburgen', 'Richard Jenkins', 'Adam Scott', 'Kathryn Hahn', 'Andrea Savage', 'Rob Riggle', 'Seth Rogen', 'Logan Manus', 'Lurie Poston', 'Shira Piven', 'Wayne Federman', 'Krystal Ellsworth', 'Matt Walsh', 'Ken Jeong']","['Jon Brion', 'John C. Reilly', 'Oliver Wood', 'Will Ferrell', 'Will Ferrell', 'Will Ferrell', 'Virginia L. Randolph', 'Susan Matheson', 'Judd Apatow', 'Brent White', 'Clayton Hartley', 'Adam McKay', 'Adam McKay', 'Adam McKay', 'Adam McKay', 'David B. Householter', 'Jimmy Miller', 'Kevin Kaska', 'Art Rochester', 'Casey Hallenbeck', 'Charlene Amateau', 'Cate Hardman', 'Gemma La Mana']"
44157,0.0,"['Comedy', 'Family']",0.871477,1971-02-01,0.0,How To Frame A Figg,6.5,8.0,1971,0.0,Lunes,Febrero,"['Don Knotts', 'Elaine Joyce', 'Joe Flynn', 'Edward Andrews', 'Frank Welker', 'Yvonne Craig', 'Parker Fennelly']","['Don Knotts', 'Alan Rafkin', 'Edward Montagne', 'George Tibbles']"
14369,24000000.0,['Comedy'],4.197544,2001-11-21,14782676.0,Out Cold,5.8,53.0,2001,0.6159448333333334,Miércoles,Noviembre,"['Jason London', 'Lee Majors', 'Zach Galifianakis', 'Victoria Silvstedt', 'David Koechner', 'Willie Garson', 'A.J. Cook', 'Caroline Dhavernas', 'Flex Alexander', 'Derek Hamilton', 'Lewis Arquette']","['Brendan Malloy', 'Emmett Malloy', 'Jon Zack', 'J.J. Makaro', 'Cara Fay']"
60650,0.0,['Comedy'],0.808765,2011-03-23,0.0,Tous les soleils,6.5,12.0,2011,0.0,Miércoles,Marzo,"['Clotilde Courau', 'Anouk Aimée', 'Neri Marcorè', 'Lisa Cipriani', 'Stefano Accorsi', 'José Luis Roig', 'Xavier Boulanger', 'Aude Koegler', 'Philippe Rebbot', 'Marie Seux', 'Margot Lefevre', 'Jean-Marie Holterbach', 'Patricia Joly', 'Emilie Gavois-Kahn', 'Fayssal Benhamed']","['Philippe Claudel', 'Philippe Claudel']"
256306,0.0,,0.191301,2014-02-07,0.0,Ice Poison,7.8,4.0,2014,0.0,Viernes,Febrero,"['Wang Shin-Hong', 'Wu Ke-Xi']","['Midi Z', 'Midi Z', 'Midi Z', 'Fan Sheng-Siang', 'Midi Z', 'Lin Sheng-Wen']"
21836,0.0,"['Action', 'Adventure', 'Drama', 'Science Fiction', 'Thriller']",0.986736,2009-01-01,0.0,Humanity's End,2.3,10.0,2009,0.0,Jueves,Enero,"['Jay Laisne', 'Rochelle Vallese', 'Cynthia Ickes', 'William David Tulin']","['Neil Johnson', 'Neil Johnson', 'Michael Jonathan Smith']"
25723,12000000.0,"['Comedy', 'Romance']",2.305829,1998-04-07,0.0,Overnight Delivery,5.8,24.0,1998,0.0,Martes,Abril,"['Paul Rudd', 'Christine Taylor', 'Reese Witherspoon', 'Sarah Silverman', 'Jim Belushi', 'Tamara Mello', 'Larry Drake']","['Steve Bloom', 'Jason Bloom', 'Marc Sedaka']"
400329,0.0,['Horror'],3.452014,2016-06-19,0.0,First Born,5.5,20.0,2016,0.0,Domingo,Junio,"['Antonia Thomas', 'Jonathan Hyde', 'Luke Norris', 'Lucy Chappell', 'Eileen Davies', 'Georgie Smith', 'Thea Petrie']","['Sean Hogan', 'Nirpal Bhogal', 'Nirpal Bhogal']"
16486,0.0,"['Animation', 'Comedy', 'Thriller']",0.130903,1992-12-01,0.0,The Spirit of Christmas,7.0,7.0,1992,0.0,Martes,Diciembre,"['Trey Parker', 'Trey Parker', 'Matt Stone']","['Trey Parker', 'Trey Parker', 'Matt Stone', 'Trey Parker', 'Matt Stone', 'Matt Stone', 'Trey Parker']"
77078,0.0,"['Comedy', 'Music', 'Romance']",0.00273,1977-12-01,0.0,A Little Night Music,7.5,1.0,1977,0.0,Jueves,Diciembre,"['Elizabeth Taylor', 'Diana Rigg', 'Len Cariou', 'Lesley-Anne Down', 'Hermione Gingold', 'Laurence Guittard', 'Christopher Guard', 'Lesley Dunlop', 'Chloe Franks', 'Heinz Marecek', 'Dagmar Koller', 'Ruth Brinkman', 'Jonathan Tunick', 'Hubert Tscheppe', 'Jean Sincere', 'Stephan Paryla-Raky']","['Stephen Sondheim', 'Hugh Wheeler', 'Hugh Wheeler', 'Harold Prince']"
30192,0.0,['Documentary'],0.643481,2002-11-15,0.0,Standing in the Shadows of Motown,7.0,12.0,2002,0.0,Viernes,Noviembre,"[""Richard 'Pistol' Allen"", 'Jack Ashford', 'Bob Babbitt', ""Benny 'Papa Zita' Benjamin"", ""Eddie 'Bongo' Brown"", 'Bootsy Collins', 'Johnny Griffith', 'Ben Harper', 'Joe Hunter', 'James Jamerson', 'Uriel Jones', 'Montell Jordan', 'Chaka Khan', 'Gerald Levert', 'Joe Messina', 'Meshell Ndegeocello', 'Joan Osborne', 'Rudy Robinson']","['Paul Justman', 'Alan Slutsky', 'Walter Dallas', 'Alan Slutsky', 'Ntozake Shange']"
409366,0.0,"['Action', 'Thriller', 'Science Fiction']",1.795831,2016-08-02,0.0,Thirst,5.1,7.0,2016,0.0,Martes,Agosto,"['John Redlinger', 'Jes Macallan', 'Karl Makinen', 'Clare Niederpruem', 'Ryan Zimmer']","['Greg Kiefer', 'Elizabeth Hansen', 'Greg Kiefer', 'Greg Kiefer', 'Tom Morrill', 'Sam Wallace', 'David M. Wulf', 'Sean Jackson', 'Gordon Huston', 'Jenirae Reynolds', 'Roger Crandall', 'Brian Lives', 'Barbara Nelson', 'Janelle Anderson', 'Becky Matthews', 'Dennis L. Peterson', ""David 'D.R.' Rhineer"", 'Ben Burrell', 'Patrick Rossano', 'Enrico Fioretti', 'Himanshu Meena', 'Ben Burrell', 'Chuck Johnson', 'Brian Parsons', 'Nate Hoffman', 'Bruce Wing', 'Maika Taylor', 'Danica Warren', 'Maika Taylor', 'Jeff Johnson', 'Anne Payne']"
8692,0.0,"['Horror', 'Thriller']",1.107117,1980-08-04,0.0,Invasion of the Flesh Hunters,5.7,21.0,1980,0.0,Lunes,Agosto,"['John Saxon', 'Giovanni Lombardo Radice', 'Elizabeth Turner', 'Cinzia De Carolis', 'Tony King', 'Wallace Wilkinson', 'May Heatherly', 'Venantino Venantini', 'Luca Venantini', 'Goffredo Unger', 'Ramiro Oliveros']","['Antonio Margheriti', 'Antonio Margheriti', 'Giorgio Serrallonga', 'Giannetto De Rossi', 'Edmondo Amati', 'Fernando Arribas', 'Walter Patriarca', 'Dardano Sacchetti', 'Dardano Sacchetti', 'Maurizio Amati', 'Lucia Mirisola', 'Sandro Amati', 'Alexander Blonksteiner', 'Sylvia Mays', 'Louis Pierce']"
10614,0.0,['Comedy'],1.837191,1987-01-01,0.0,My Best Friend's Birthday,5.8,28.0,1987,0.0,Jueves,Enero,"['Quentin Tarantino', 'Allen Garfield', 'Craig Hamann', 'Al Harrell', 'Crystal Shaw', 'Brenda Hillhouse', 'Alan Sanborn', 'Stevo Polyi', 'Linda Kaye', 'Rowland Wafford', 'Rich Turner']","['Quentin Tarantino', 'Quentin Tarantino', 'Quentin Tarantino', 'Quentin Tarantino', 'Quentin Tarantino', 'Roger Avary', 'Roberto A. Quezada', 'Scott McGill', 'Rand Vossler', 'Rand Vossler', 'Craig Hamann', 'Craig Hamann']"
259557,0.0,"['Drama', 'Action', 'Adventure']",0.997875,1980-11-01,0.0,Running Scared,5.0,1.0,1980,0.0,Sábado,Noviembre,"['Ken Wahl', 'Judge Reinhold', 'Annie McEnroe', 'Bradford Dillman', 'John Saxon', 'Pat Hingle', 'Lonny Chapman', 'Tom McFadden', 'Tim Brantly', 'Mary Lawson', 'Lisa Felcoski', 'Francine Joyce', 'Malcolm Jones', 'Tom Tully', 'Roger Pretto', 'Jorge Gil', 'Ken Rahgers', 'John Leeward', 'Dan Chandler']","['Paul Glickler', 'David Odell', 'Paul Glickler', 'Paul Glickler', 'Derek Power', 'Robert Q. Lovett', 'William Strom', 'Penny Perry', 'Bosha Johnson', 'Everett Creach', 'Roger Kellaway', 'David Blake', 'Graham Cottle', 'Willy Kurant', 'Pete Altobelli', 'Linda Zibelli']"
118408,0.0,"['Drama', 'Animation', 'Fantasy']",0.394173,2012-07-07,2.0,The Life of Guskou Budori,6.5,2.0,2012,0.0,Sábado,Julio,"['Shun Oguri', 'Shiori Kutsuna']","['Gisaburō Sugii', 'Gisaburō Sugii', 'Kenji Miyazawa', 'Kenji Miyazawa', 'Hiroshi Masumura', 'Hiroshi Masumura']"
44950,0.0,"['Thriller', 'Horror']",1.286687,2010-09-14,0.0,A Horrible Way to Die,5.1,27.0,2010,0.0,Martes,Septiembre,"['Brandon Carroll', 'AJ Bowen', 'Amy Seimetz', 'Joe Swanberg', 'Lane Hughes', 'Whitney Moore']","['Simon Barrett', 'Adam Wingard']"
129432,0.0,"['Comedy', 'Foreign']",0.415904,2012-08-31,0.0,Queen of Montreuil,5.5,2.0,2012,0.0,Viernes,Agosto,"['Florence Loiret Caille', 'Didda Jónsdóttir', 'Eric Caruso', 'Samir Guesmi', 'Sophie Quinton', 'Anne Morin']","['Sólveig Anspach', 'Sólveig Anspach', 'Jean-Luc Gaget']"
65332,0.0,"['Drama', 'Foreign']",0.614959,1973-02-23,0.0,Love and Anarchy,7.0,8.0,1973,0.0,Viernes,Febrero,"['Giancarlo Giannini', 'Mariangela Melato', 'Lina Polito', 'Eros Pagni', 'Pina Cei', 'Elena Fiore', 'Giuliana Calandra', 'Isa Bellini', 'Anna Bonaiuto', 'Anna Melato', 'Isa Danieli', 'Enrica Bonaccorti', 'Anita Branzanti', 'Maria Sciacca', 'Josiane Tanzilli', 'Roberto Herlitzka', 'Anna Maria Dossena', 'Lorenzo Piani']","['Nino Rota', 'Giuseppe Rotunno', 'Lina Wertmüller', 'Lina Wertmüller', 'Carlo Savina']"
312827,0.0,"['Horror', 'Documentary']",4.601867,2015-06-05,28281.0,The Nightmare,5.6,92.0,2015,0.0,Viernes,Junio,"['Kate Angus', 'Forrest Borie', 'Christopher Bleuze-Carolan', 'Ana Malagon', 'Stephen Paynter', 'Jeff Reed', 'Korinne Wilson', 'Connie Yom']","['Rodney Ascher', 'Jonathan Snipes', 'Bridger Nielson', 'Alexandra Branger', 'Ross M. Dinerstein', 'Glen Zipper', 'Evan Murphy', 'Ben Spiegelman', 'Andrew Schwarz', 'Joel Henry', 'Tim Kirk', 'Jamie Carmichael', 'Kevin Iwashina', 'Ralph Zipper', 'Jeff Olan', 'Rodney Ascher']"
64586,10000000.0,"['Drama', 'Romance']",5.356167,2011-06-10,0.0,Sleeping Beauty,5.3,186.0,2011,0.0,Viernes,Junio,"['Emily Browning', 'Rachael Blake', 'Ewen Leslie', 'Mirrah Foulkes', 'Ivy Mak', 'Tammy Macintosh', 'Kelly Paterniti', 'Eden Falk', 'Justin Smith']","['Annie Beauchamp', 'Nikki Barrett', 'Geoffrey Simpson', 'Lisa Thompson', 'Timothy White', 'Nick Meyers', 'Julia Leigh', 'Julia Leigh', 'Ben Frost', 'Michelle Russell', 'Jocelyn Thomas', 'Jamie Hilton', 'Shareen Beringer', 'Jessica Brentnall', 'Sasha Burrows']"
33030,0.0,['Drama'],0.839403,1939-08-18,0.0,In Name Only,6.4,14.0,1939,0.0,Viernes,Agosto,"['Carole Lombard', 'Cary Grant', 'Kay Francis', 'Charles Coburn', 'Helen Vinson', 'Katharine Alexander', 'Jonathan Hale', 'Nella Walker', 'Alan Baxter', 'Maurice Moscovitch', 'Peggy Ann Garner', 'Spencer Charters', 'James Adamson', 'Arthur Aylesworth', 'Lloyd Ingraham', 'Frank Puglia', 'Grady Sutton', 'Jack Chapin', 'Charles Coleman', 'John Dilson', 'Fern Emmett', 'Edward Fliegle', 'Byron Foulger', 'Gus Glassmire', 'Gordon Douglas', 'Jesse Graves', 'Sam Harris', 'Harold Hoff', 'John Laing', 'Mary MacLaren', 'Harriet Matthews', 'Tony Merlo', 'Harold Miller', 'Frank Mills', 'Bert Moorhouse', 'Clive Morgan', 'Sandra Morgan', 'George Rosener', 'Robert Strange', 'Kathryn Wilson', 'Florence Wix', 'Allen Wood']","['Van Nest Polglase', 'Edward Stevenson', 'Roy Webb', 'Mel Berns', 'Darrell Silvera', 'George Haight', 'William Hamilton', 'John Cromwell', 'J. Roy Hunt', 'Irene', 'Richard Sherman', 'Bessie Breuer', 'Dewey Starkey']"
11578,0.0,['Comedy'],4.454569,1953-06-05,0.0,The Return of Don Camillo,7.2,34.0,1953,0.0,Viernes,Junio,"['Fernandel', 'Gino Cervi', 'Leda Gloria', 'Édouard Delmont', 'Paolo Stoppa', 'Alexandre Rignault', 'Thomy Bourdelle', 'Charles Vissières', 'Claudy Chapeland', 'Tony Jacquot', 'Saro Urzì', 'Lia Di Leo', 'Marco Tulli', 'Arturo Bragaglia']","['Giuseppe Amato', 'Giuseppe Amato', 'Jack Martin Smith', 'Walter M. Scott', 'Alessandro Cicognini', 'Virgilio Marchi', 'Rodger Maus', 'René Barjavel', 'Ben Nye', 'Julien Duvivier', 'Julien Duvivier', 'Anchise Brizzi', 'Marthe Poncin', 'Margaret Donovan', 'Alberto Cardone', 'Piero Cocco', 'Fred R. Simpson', 'Michel Romanoff', 'Norman Rockett']"
70133,0.0,"['Action', 'Adventure', 'History', 'War']",1.591882,1993-05-05,0.0,Sharpe's Rifles,5.6,27.0,1993,0.0,Miércoles,Mayo,"['Sean Bean', 'Brian Cox', ""Daragh O'Malley"", 'Assumpta Serna', 'David Troughton', 'John Tams', 'Jason Salkey', 'Michael Mears', 'Julian Fellowes', 'Lyndon Davies', 'Simón Andreu']","['Tom Clegg', 'Eoghan Harris', 'Bernard Cornwell']"
20963,0.0,['Comedy'],0.896702,2007-01-01,0.0,Elections Day,7.6,24.0,2007,0.0,Lunes,Enero,"['Leonid Barats', 'Rostislav Khait', 'Aleksandr Demidov', 'Kamil Larin', 'Maksim Vitorgan', 'Nonna Grishaeva', 'Elena Knyazeva', 'Anna Azarova', 'Mikhail Efremov', 'Evgeniy Steblov', 'Vasiliy Utkin', 'Aleksey Kortnev', 'Valeriy Barinov', 'Aleksandr Semchev', 'Pavel Abdalov', 'Mikhail Kozyrev', 'Aleksandr Gurevich', 'Mikhail Evlanov', 'Elena Shevchenko']","['Leonid Barats', 'Rostislav Khait', 'Oleg Fomin', 'Sergey Petreykov']"
152756,0.0,"['Comedy', 'Drama']",4.328691,2013-10-18,0.0,Paradise,5.0,24.0,2013,0.0,Viernes,Octubre,"['Julianne Hough', 'Holly Hunter', 'Nick Offerman', 'Russell Brand', 'Octavia Spencer', 'Kathleen Rose Perkins', 'Kandra King', 'Danny Flaherty', 'Iliza Shlesinger']","['Diablo Cody', 'Diablo Cody', 'Mason Novick']"
426272,0.0,"['Comedy', 'Crime']",9.222308,2017-05-05,0.0,Take Me,6.0,38.0,2017,0.0,Viernes,Mayo,"['Taylor Schilling', 'Pat Healy', 'Alycia Delmore', 'Brooke Dillman', ""Jim O'Heir"", 'Mark Kelly', 'Toby Huss', 'Alejandro Patino']","['Pat Healy', 'Mike Makowsky', 'Mel Eslyn', 'Sev Ohanian']"
43084,0.0,['Horror'],0.222971,2002-02-15,0.0,Deadly Species,3.2,3.0,2002,0.0,Viernes,Febrero,"['Pete Penuel', 'Allison Adams', 'Brian Minyard']","['Daniel Springen', 'Daniel Springen', 'Rick Warren', 'Tracey Frenkel', 'Bill Suchy']"
